event_datetime,details_girsam_iso,details_girsam_site,details_girsam_origin,latitude,longitude,details_girsam_age,details_girsam_sex,details_girsam_type,details_girsam_smpid,details_girsam_subid,details_girsam_status,details_girsam_species,details_girsam_notes,details_girsam_smpid2
2023-11-21T10:04:00,zaf,Wildehondskloof,biopsy,-33.41097182000,21.96403001000,ad,f,tissue,370,,analysed,southern_southafrican,"Western Cape, property ID A2",
2023-11-21T10:04:00,zaf,Wildehondskloof,biopsy,-33.41097182000,21.96403001000,ad,f,tissue,371,,shipped,southern_southafrican,"Western Cape, property ID A2",
2023-11-21T10:04:00,zaf,Wildehondskloof,biopsy,-33.41097182000,21.96403001000,ad,f,tissue,372,,shipped,southern_southafrican,"Western Cape, property ID A2",
2023-11-20T16:40:00,zaf,Swartberg Wildlife Estate ,biopsy,-33.42561600000,21.93884600000,ad,f,tissue,361,,analysed,southern_southafrican,"Western Cape, property ID A3",
2023-11-20T16:40:00,zaf,Swartberg Wildlife Estate ,biopsy,-33.42561600000,21.93884600000,ad,m,tissue,362,,shipped,southern_southafrican,"Western Cape, property ID A3",
2023-11-20T16:40:00,zaf,Swartberg Wildlife Estate ,biopsy,-33.42561600000,21.93884600000,ad,f,tissue,363,,shipped,southern_southafrican,"Western Cape, property ID A3",
2023-11-20T16:40:00,zaf,Swartberg Wildlife Estate ,biopsy,-33.42561600000,21.93884600000,ad,f,tissue,364,,shipped,southern_southafrican,"Western Cape, property ID A3",
2023-11-20T16:40:00,zaf,Swartberg Wildlife Estate ,biopsy,-33.42561600000,21.93884600000,ad,f,tissue,365,,shipped,southern_southafrican,"Western Cape, property ID A3",
2023-11-20T16:34:00,zaf,Swartberg Private Game Reserve ,biopsy,-33.42561600000,21.93884600000,ad,m,tissue,366,,analysed,southern_southafrican,"Western Cape, property ID A4",
2023-11-20T16:34:00,zaf,Swartberg Private Game Reserve ,biopsy,-33.42561600000,21.93884600000,ad,f,tissue,367,,shipped,southern_southafrican,"Western Cape, property ID A4",
2023-11-20T16:34:00,zaf,Swartberg Private Game Reserve ,biopsy,-33.42561600000,21.93884600000,ad,f,tissue,368,,shipped,southern_southafrican,"Western Cape, property ID A4",
2023-11-20T16:34:00,zaf,Swartberg Private Game Reserve ,carcass,-33.42561600000,21.93884600000,ca,u,tissue,369,,shipped,southern_southafrican,"Western Cape, property ID A4",
2023-11-10T12:00:00,zaf,Melhorozi Private Game Reserve ,biopsy,-34.04437333000,20.11574702000,ad,m,tissue,344,,analysed,southern_southafrican,"Western Cape, property ID A8",
2023-11-10T12:00:00,zaf,Melhorozi Private Game Reserve ,biopsy,-34.04437333000,20.11574702000,ad,m,tissue,345,,shipped,southern_southafrican,"Western Cape, property ID A8",
2023-11-10T12:00:00,zaf,Melhorozi Private Game Reserve ,biopsy,-34.04437333000,20.11574702000,ad,u,tissue,346,,shipped,southern_southafrican,"Western Cape, property ID A8",
2023-11-10T12:00:00,zaf,Melhorozi Private Game Reserve ,biopsy,-34.04437333000,20.11574702000,ad,u,tissue,347,,shipped,southern_southafrican,"Western Cape, property ID A8",
2023-11-10T12:00:00,zaf,Badshoek ,biopsy,-32.10444140000,22.74488437000,ad,m,tissue,348,,analysed,southern_southafrican,"Western Cape, property ID A5",
2023-11-10T12:00:00,zaf,Badshoek ,biopsy,-32.10444140000,22.74488437000,ad,f,tissue,349,,shipped,southern_southafrican,"Western Cape, property ID A5",
2023-11-10T12:00:00,zaf,Badshoek ,biopsy,-32.10444140000,22.74488437000,ad,f,tissue,350,,shipped,southern_southafrican,"Western Cape, property ID A5",
2023-11-10T12:00:00,zaf,Badshoek ,biopsy,-32.10444140000,22.74488437000,ad,f,tissue,351,,shipped,southern_southafrican,"Western Cape, property ID A5",
2023-11-10T12:00:00,zaf,Badshoek ,biopsy,-32.10444140000,22.74488437000,ad,f,tissue,352,,collected,southern_southafrican,"Western Cape, property ID A5",
2023-11-10T12:00:00,zaf,Badshoek ,biopsy,-32.10444140000,22.74488437000,ad,m,tissue,353,,collected,southern_southafrican,"Western Cape, property ID A5",
2023-11-14T12:00:00,zaf,Ko-Ka Tsara ,biopsy,-32.31796331000,22.57233710000,ad,m,tissue,354,,analysed,southern_southafrican,"Western Cape, property ID A7",
2023-11-14T12:00:00,zaf,Ko-Ka Tsara ,biopsy,-32.31796331000,22.57233710000,ad,f,tissue,355,,shipped,southern_southafrican,"Western Cape, property ID A6",
2023-11-16T12:00:00,zaf,Buffelsdrift ,biopsy,-33.52857850173,22.24635737672,ad,m,tissue,356,,analysed,southern_southafrican,"Western Cape, property ID A6",
2023-11-16T12:00:00,zaf,Buffelsdrift ,biopsy,-33.52857850173,22.24635737672,ad,m,tissue,357,,shipped,southern_southafrican,"Western Cape, property ID A6",
2023-11-16T12:00:00,zaf,Buffelsdrift ,biopsy,-33.52857850173,22.24635737672,ad,f,tissue,358,,shipped,southern_southafrican,"Western Cape, property ID A6",
2023-11-16T12:00:00,zaf,Buffelsdrift ,biopsy,-33.52857850173,22.24635737672,ad,f,tissue,359,,shipped,southern_southafrican,"Western Cape, property ID A6",
2023-11-16T12:00:00,zaf,Buffelsdrift ,biopsy,-33.52857850173,22.24635737672,ad,f,tissue,360,,shipped,southern_southafrican,"Western Cape, property ID A6",
2023-11-23T12:00:00,zaf,Leeurivier,biopsy,-32.42542420043,22.20401451433,u,m,tissue,373,,analysed,southern_southafrican,"Western Cape, property ID A7",
2023-11-23T12:00:00,zaf,Leeurivier,biopsy,-31.42542420043,22.20401451433,u,f,tissue,374,,shipped,southern_southafrican,"Western Cape, property ID A7",
2022-10-14T12:00:00,zaf,Lalibela ,biopsy,-33.46886000000,26.25195990000,ad,m,tissue,187,,analysed,southern_southafrican,"Eastern Cape, property ID B1",
2022-10-14T12:00:00,zaf,Lalibela ,biopsy,-33.46886000000,26.25195990000,ad,m,tissue,188,,shipped,southern_southafrican,"Eastern Cape, property ID B1",
2022-10-14T12:00:00,zaf,Lalibela ,biopsy,-33.46886000000,26.25195990000,ad,f,tissue,189,,shipped,southern_southafrican,"Eastern Cape, property ID B1",
2022-10-14T12:00:00,zaf,Kwandwe ,biopsy,-33.11460000000,26.44900000000,ad,m,tissue,180,,analysed,southern_southafrican,"Eastern Cape, property ID B2",
2022-10-14T12:00:00,zaf,Kwandwe ,biopsy,-33.11460000000,26.44900000000,ad,m,tissue,181,,shipped,southern_southafrican,"Eastern Cape, property ID B2",
2022-10-14T12:00:00,zaf,Kwandwe ,biopsy,-33.11460000000,26.44900000000,ad,m,tissue,182,,shipped,southern_southafrican,"Eastern Cape, property ID B2",
2022-10-14T12:00:00,zaf,Kwandwe ,biopsy,-33.11460000000,26.44900000000,ad,f,tissue,183,,shipped,southern_southafrican,"Eastern Cape, property ID B2",
2022-10-14T12:00:00,zaf,Kwandwe ,biopsy,-33.11460000000,26.44900000000,ad,f,tissue,184,,shipped,southern_southafrican,"Eastern Cape, property ID B2",
2022-10-14T12:00:00,zaf,Kwandwe ,biopsy,-33.11460000000,26.44900000000,ad,f,tissue,185,,collected,southern_southafrican,"Eastern Cape, property ID B2",
2022-10-14T12:00:00,zaf,Kwandwe ,biopsy,-33.11460000000,26.44900000000,ad,f,tissue,186,,collected,southern_southafrican,"Eastern Cape, property ID B2",
2022-10-16T12:00:00,zaf,Kariega,biopsy,-33.57600000000,26.60410000000,ad,m,tissue,190,,analysed,southern_southafrican,"Eastern Cape, property ID B3",
2022-10-16T12:00:00,zaf,Kariega,biopsy,-33.57600000000,26.60410000000,ad,m,tissue,191,,shipped,southern_southafrican,"Eastern Cape, property ID B3",
2022-10-16T12:00:00,zaf,Kariega,biopsy,-33.57600000000,26.60410000000,ad,m,tissue,192,,shipped,southern_southafrican,"Eastern Cape, property ID B3",
2022-10-16T12:00:00,zaf,Kariega,biopsy,-33.57600000000,26.60410000000,ad,f,tissue,193,,shipped,southern_southafrican,"Eastern Cape, property ID B3",
2022-10-16T12:00:00,zaf,Kariega,biopsy,-33.57600000000,26.60410000000,ad,f,tissue,194,,collected,southern_southafrican,"Eastern Cape, property ID B3",
2022-10-16T12:00:00,zaf,Kariega,biopsy,-33.57600000000,26.60410000000,ad,f,tissue,195,,collected,southern_southafrican,"Eastern Cape, property ID B3",
2022-10-16T12:00:00,zaf,Kariega,biopsy,-33.57600000000,26.60410000000,ad,f,tissue,196,,collected,southern_southafrican,"Eastern Cape, property ID B3",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,m,tissue,197,,analysed,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,m,tissue,198,,shipped,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,m,tissue,199,,shipped,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,f,tissue,200,,shipped,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,f,tissue,201,,shipped,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,f,tissue,202,,shipped,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,m,tissue,203,,collected,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,f,tissue,204,,collected,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,f,tissue,205,,collected,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,f,tissue,206,,collected,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Amakhala,biopsy,-33.53710000000,26.11000000000,ad,f,tissue,207,,collected,southern_southafrican,"Eastern Cape, property ID B4",
2022-10-17T12:00:00,zaf,Buffalo Kloof ,biopsy,-33.39090000000,26.57000000000,ad,m,tissue,208,,analysed,southern_southafrican,"Eastern Cape, property ID B5",
2022-10-17T12:00:00,zaf,Buffalo Kloof ,biopsy,-33.39090000000,26.57000000000,ad,f,tissue,209,,shipped,southern_southafrican,"Eastern Cape, property ID B5",
2022-10-17T12:00:00,zaf,Buffalo Kloof ,biopsy,-33.39090000000,26.57000000000,ad,f,tissue,210,,shipped,southern_southafrican,"Eastern Cape, property ID B5",
2022-10-17T12:00:00,zaf,Buffalo Kloof ,biopsy,-33.39090000000,26.57000000000,ad,f,tissue,211,,collected,southern_southafrican,"Eastern Cape, property ID B5",
2022-10-17T12:00:00,zaf,Buffalo Kloof ,biopsy,-33.39090000000,26.57000000000,ad,f,tissue,212,,collected,southern_southafrican,"Eastern Cape, property ID B5",
2022-10-19T12:00:00,zaf,Tanglewood ,biopsy ,-33.52047300000,26.24422600000,ad,m,tissue,218,,analysed,southern_southafrican,"Eastern Cape, property ID B6",
2022-10-19T12:00:00,zaf,Tanglewood ,carcass,-33.52047300000,26.24422600000,ad,f,tissue,219,,shipped,southern_southafrican,"Eastern Cape, property ID B6",
2022-10-18T12:00:00,zaf,Schotia,biopsy,-33.57740035552,25.90237167910,ad,f,tissue,213,,analysed,southern_southafrican,"Eastern Cape, property ID B7",
2022-10-18T12:00:00,zaf,Schotia,biopsy,-32.57740035552,25.90237167910,ad,f,tissue,214,,shipped,southern_southafrican,"Eastern Cape, property ID B7",
2022-10-18T12:00:00,zaf,Schotia,biopsy,-31.57740035552,25.90237167910,ad,f,tissue,215,,shipped,southern_southafrican,"Eastern Cape, property ID B7",
2022-10-18T12:00:00,zaf,Schotia,biopsy,-30.57740035552,25.90237167910,ad,m,tissue,216,,collected,southern_southafrican,"Eastern Cape, property ID B7",
2022-10-18T12:00:00,zaf,Schotia,biopsy,-29.57740035552,25.90237167910,ad,m,tissue,217,,collected,southern_southafrican,"Eastern Cape, property ID B7",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,m,tissue,233,,analysed,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,m,tissue,238,,shipped,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,f,tissue,240,,shipped,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,f,tissue,242,,shipped,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,f,tissue,243,,shipped,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,m,tissue,234,,collected,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,m,tissue,235,,collected,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,f,tissue,236,,collected,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,f,tissue,237,,collected,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,f,tissue,239,,collected,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-24T12:00:00,zaf,Magic hills ,biopsy,-32.86870000000,24.84620000000,ad,f,tissue,241,,collected,southern_southafrican,"Eastern Cape, property ID B8",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,m,tissue,248,,analysed,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,250,,shipped,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,253,,shipped,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,246,,shipped,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,257,,shipped,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,258,,shipped,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,260,,shipped,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,m,tissue,245,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,m,tissue,247,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,249,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,251,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,252,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,254,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,255,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,256,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-26T12:00:00,zaf,Mnt Camdeboo ,biopsy,-32.26157000000,24.84579000000,u,f,tissue,259,,collected,southern_southafrican,"Eastern Cape, property ID B9",
2022-10-20T12:00:00,zaf,Huntershill ,biopsy,-31.78593680258,26.46177806878,u,m,tissue,223,,shipped,southern_southafrican,"Eastern Cape, property ID B10",
2022-10-20T12:00:00,zaf,Huntershill ,biopsy,-30.78593680258,26.46177806878,u,m,tissue,225,,shipped,southern_southafrican,"Eastern Cape, property ID B10",
2022-10-20T12:00:00,zaf,Huntershill ,biopsy,-29.78593680258,26.46177806878,u,m,tissue,227,,shipped,southern_southafrican,"Eastern Cape, property ID B10",
2022-10-20T12:00:00,zaf,Huntershill ,biopsy,-28.78593680258,26.46177806878,u,f,tissue,230,,shipped,southern_southafrican,"Eastern Cape, property ID B10",
2022-10-20T12:00:00,zaf,Huntershill ,biopsy,-27.78593680258,26.46177806878,u,f,tissue,220,,shipped,southern_southafrican,"Eastern Cape, property ID B10",
2022-10-20T12:00:00,zaf,Huntershill ,biopsy,-26.78593680258,26.46177806878,u,m,tissue,221,,collected,southern_southafrican,"Eastern Cape, property ID B10",
2022-10-20T12:00:00,zaf,Huntershill ,biopsy,-25.78593680258,26.46177806878,u,m,tissue,222,,analysed,southern_southafrican,"Eastern Cape, property ID B10",
